source,target,weight
天津,石家庄,0.002232696601339618
杭州,石家庄,0.0007442322004465393
苏州,石家庄,0.0
南京,石家庄,0.0006201935003721161
成都,石家庄,0.004341354502604812
无锡,石家庄,0.0
青岛,石家庄,0.00024807740014884643
大连,石家庄,0.0
南通,石家庄,0.0
温州,石家庄,0.00012403870007442322
廊坊,石家庄,0.0004961548002976929
唐山,石家庄,0.00012403870007442322
保定,石家庄,0.00012403870007442322
呼和浩特,石家庄,0.0016125031009675019
邯郸,石家庄,0.0004961548002976929
东营,石家庄,0.00012403870007442322
张家口,石家庄,0.0
沧州,石家庄,0.0008682709005209626
邢台,石家庄,0.0012403870007442323
北京,西安,0.11275117836765071
上海,西安,0.04390969982634582
深圳,西安,0.05507318283304391
广州,西安,0.004341354502604812
杭州,西安,0.005705780203423468
苏州,西安,0.004341354502604812
宁波,西安,0.00012403870007442322
拉萨,西安,0.0006201935003721161
成都,西安,0.004961548002976929
福州,西安,0.0
无锡,西安,0.0
重庆,西安,0.0017365418010419251
嘉兴,西安,0.00012403870007442322
武汉,西安,0.0027288514016373107
郑州,西安,0.001116348300669809
石家庄,西安,0.0006201935003721161
珠海,西安,0.0009923096005953857
济南,西安,0.0
青岛,西安,0.0009923096005953857
常州,西安,0.00012403870007442322
兰州,西安,0.0017365418010419251
渭南,西安,0.002852890101711734
咸阳,西安,0.0018605805011163482
秦皇岛,西安,0.0004961548002976929
宝鸡,西安,0.0009923096005953857
延安,西安,0.0008682709005209626
运城,西安,0.0004961548002976929
安康,西安,0.0
北京,济南,0.10766559166459935
上海,济南,0.03671545522202927
深圳,济南,0.020962540312577525
广州,济南,0.0013644257008186553
天津,济南,0.0037211610022326964
杭州,济南,0.0053336641032001985
宁波,济南,0.0006201935003721161
南京,济南,0.0014884644008930786
成都,济南,0.0006201935003721161
重庆,济南,0.0
嘉兴,济南,0.00024807740014884643
石家庄,济南,0.0006201935003721161
青岛,济南,0.01699330191019598
合肥,济南,0.0
大连,济南,0.00024807740014884643
沈阳,济南,0.00012403870007442322
金华,济南,0.00037211610022326965
唐山,济南,0.00012403870007442322
潍坊,济南,0.007938476804763086
烟台,济南,0.004837509302902505
临沂,济南,0.0014884644008930786
淄博,济南,0.0016125031009675019
德州,济南,0.0023567353014140413
聊城,济南,0.0014884644008930786
日照,济南,0.0
秦皇岛,济南,0.00012403870007442322
济宁,济南,0.0016125031009675019
泰安,济南,0.0013644257008186553
滨州,济南,0.00037211610022326965
威海,济南,0.0006201935003721161
菏泽,济南,0.00024807740014884643
北京,沈阳,0.10605308856363185
上海,沈阳,0.032622178119573304
深圳,沈阳,0.018977921111386752
广州,沈阳,0.0032250062019350038
天津,沈阳,0.002232696601339618
杭州,沈阳,0.0009923096005953857
苏州,沈阳,0.00012403870007442322
拉萨,沈阳,0.00012403870007442322
南京,沈阳,0.00012403870007442322
福州,沈阳,0.00012403870007442322
重庆,沈阳,0.00012403870007442322
石家庄,沈阳,0.0016125031009675019
珠海,沈阳,0.0006201935003721161
青岛,沈阳,0.00012403870007442322
大连,沈阳,0.024931778714959066
哈尔滨,沈阳,0.00024807740014884643
泉州,沈阳,0.0
海口,沈阳,0.00037211610022326965
长春,沈阳,0.0009923096005953857
泰州,沈阳,0.00024807740014884643
漳州,沈阳,0.0
抚顺,沈阳,0.0021086579012651947
秦皇岛,沈阳,0.0009923096005953857
锦州,沈阳,0.00012403870007442322
铁岭,沈阳,0.00024807740014884643
辽阳,沈阳,0.0004961548002976929
鞍山,沈阳,0.00012403870007442322
葫芦岛,沈阳,0.00012403870007442322
北京,长沙,0.102580004961548
上海,长沙,0.04775489952865294
深圳,长沙,0.07293475564376085
广州,长沙,0.013024063507814439
天津,长沙,0.0009923096005953857
杭州,长沙,0.006325973703795584
宁波,长沙,0.0016125031009675019
拉萨,长沙,0.0017365418010419251
南京,长沙,0.0009923096005953857
东莞,长沙,0.0007442322004465393
成都,长沙,0.0014884644008930786
福州,长沙,0.0006201935003721161
无锡,长沙,0.0
重庆,长沙,0.0004961548002976929
武汉,长沙,0.00731828330439097
石家庄,长沙,0.00012403870007442322
珠海,长沙,0.0027288514016373107
青岛,长沙,0.00012403870007442322
大连,长沙,0.00012403870007442322
南昌,长沙,0.00012403870007442322
新余,长沙,0.00012403870007442322
金华,长沙,0.0
中山,长沙,0.00024807740014884643
宜春,长沙,0.00024807740014884643
湘潭,长沙,0.0035971223021582736
益阳,长沙,0.0018605805011163482
娄底,长沙,0.0014884644008930786
株洲,长沙,0.0014884644008930786
岳阳,长沙,0.0013644257008186553
常德,长沙,0.0012403870007442323
衡阳,长沙,0.0009923096005953857
怀化,长沙,0.0004961548002976929
邵阳,长沙,0.00012403870007442322
北京,廊坊,0.09464152815678492
上海,廊坊,0.001116348300669809
深圳,廊坊,0.001116348300669809
天津,廊坊,0.0009923096005953857
石家庄,廊坊,0.002976928801786157
保定,廊坊,0.0006201935003721161
北京,拉萨,0.09302902505581742
上海,拉萨,0.030513520218308113
深圳,拉萨,0.016000992309600594
广州,拉萨,0.003969238402381543
天津,拉萨,0.003349044902009427
杭州,拉萨,0.0013644257008186553
南京,拉萨,0.00012403870007442322
成都,拉萨,0.01662118580997271
福州,拉萨,0.00012403870007442322
重庆,拉萨,0.0007442322004465393
西安,拉萨,0.0008682709005209626
长沙,拉萨,0.00024807740014884643
合肥,拉萨,0.0016125031009675019
佛山,拉萨,0.00037211610022326965
乌鲁木齐,拉萨,0.00037211610022326965
昆明,拉萨,0.0016125031009675019
芜湖,拉萨,0.00012403870007442322
鞍山,拉萨,0.00012403870007442322
北京,重庆,0.08794343835276607
上海,重庆,0.043289506325973705
深圳,重庆,0.04973951872984371
广州,重庆,0.006325973703795584
天津,重庆,0.0017365418010419251
杭州,重庆,0.0035971223021582736
苏州,重庆,0.004837509302902505
宁波,重庆,0.0006201935003721161
东莞,重庆,0.0012403870007442323
成都,重庆,0.01935003721161002
福州,重庆,0.00012403870007442322
无锡,重庆,0.0004961548002976929
武汉,重庆,0.0014884644008930786
珠海,重庆,0.00024807740014884643
西安,重庆,0.00012403870007442322
长沙,重庆,0.0
常州,重庆,0.00012403870007442322
哈尔滨,重庆,0.00012403870007442322
昆明,重庆,0.00012403870007442322
达州,重庆,0.00024807740014884643
芜湖,重庆,0.00012403870007442322
秦皇岛,重庆,0.0007442322004465393
北京,合肥,0.08484247085090549
上海,合肥,0.06710493674026297
深圳,合肥,0.035475068221285044
广州,合肥,0.0019846192011907715
天津,合肥,0.0008682709005209626
杭州,合肥,0.012775986107665591
苏州,合肥,0.00731828330439097
宁波,合肥,0.0019846192011907715
拉萨,合肥,0.0018605805011163482
南京,合肥,0.009054825105432896
东莞,合肥,0.00012403870007442322
成都,合肥,0.0
无锡,合肥,0.00012403870007442322
重庆,合肥,0.0012403870007442323
厦门,合肥,0.0024807740014884646
武汉,合肥,0.010915405606549243
郑州,合肥,0.0007442322004465393
济南,合肥,0.0
长沙,合肥,0.0
南通,合肥,0.00012403870007442322
佛山,合肥,0.00012403870007442322
常州,合肥,0.00012403870007442322
南昌,合肥,0.0009923096005953857
芜湖,合肥,0.007070205904242123
安庆,合肥,0.0016125031009675019
六安,合肥,0.002976928801786157
淮北,合肥,0.0
滁州,合肥,0.0018605805011163482
秦皇岛,合肥,0.00012403870007442322
阜阳,合肥,0.0013644257008186553
蚌埠,合肥,0.0004961548002976929
安阳,合肥,0.00012403870007442322
亳州,合肥,0.0006201935003721161
宿州,合肥,0.0
池州,合肥,0.00012403870007442322
北京,哈尔滨,0.07876457454725874
上海,哈尔滨,0.01500868270900521
深圳,哈尔滨,0.010915405606549243
广州,哈尔滨,0.00012403870007442322
天津,哈尔滨,0.0017365418010419251
杭州,哈尔滨,0.0006201935003721161
苏州,哈尔滨,0.00012403870007442322
南京,哈尔滨,0.00012403870007442322
成都,哈尔滨,0.00012403870007442322
武汉,哈尔滨,0.00012403870007442322
大连,哈尔滨,0.0023567353014140413
沈阳,哈尔滨,0.00012403870007442322
长春,哈尔滨,0.0018605805011163482
齐齐哈尔,哈尔滨,0.0031009675018605805
秦皇岛,哈尔滨,0.00037211610022326965
佳木斯,哈尔滨,0.0012403870007442323
绥化,哈尔滨,0.0008682709005209626
大庆,哈尔滨,0.0006201935003721161
北京,无锡,0.07541552964524932
上海,无锡,0.12106177127263706
深圳,无锡,0.01959811461175887
广州,无锡,0.0014884644008930786
天津,无锡,0.0013644257008186553
杭州,无锡,0.005829818903497892
苏州,无锡,0.01972215331183329
宁波,无锡,0.0016125031009675019
拉萨,无锡,0.0013644257008186553
南京,无锡,0.02158273381294964
成都,无锡,0.0007442322004465393
嘉兴,无锡,0.0007442322004465393
厦门,无锡,0.00024807740014884643
珠海,无锡,0.0009923096005953857
青岛,无锡,0.00012403870007442322
西安,无锡,0.0006201935003721161
佛山,无锡,0.00024807740014884643
常州,无锡,0.005457702803274621
哈尔滨,无锡,0.001116348300669809
新余,无锡,0.00012403870007442322
台州,无锡,0.0004961548002976929
泰州,无锡,0.00012403870007442322
吉安,无锡,0.00012403870007442322
扬州,无锡,0.0
西宁,无锡,0.0
中卫,无锡,0.00037211610022326965
北京,太原,0.07330687174398412
上海,太原,0.016745224510047136
深圳,太原,0.00731828330439097
广州,太原,0.0021086579012651947
杭州,太原,0.00037211610022326965
拉萨,太原,0.00012403870007442322
南京,太原,0.0006201935003721161
郑州,太原,0.0
石家庄,太原,0.0012403870007442323
西安,太原,0.00012403870007442322
大连,太原,0.0
新余,太原,0.00024807740014884643
金华,太原,0.00024807740014884643
晋中,太原,0.0014884644008930786
长治,太原,0.001116348300669809
吕梁,太原,0.0006201935003721161
运城,太原,0.00037211610022326965
呼伦贝尔,太原,0.0004961548002976929
北京,厦门,0.07119821384271893
上海,厦门,0.048375093029025054
深圳,厦门,0.03671545522202927
广州,厦门,0.004093277102455967
天津,厦门,0.0018605805011163482
杭州,厦门,0.004093277102455967
宁波,厦门,0.00012403870007442322
拉萨,厦门,0.0017365418010419251
福州,厦门,0.02282312081369387
武汉,厦门,0.00024807740014884643
珠海,厦门,0.00024807740014884643
西安,厦门,0.003349044902009427
长沙,厦门,0.0
泉州,厦门,0.023939469114363683
中山,厦门,0.0004961548002976929
漳州,厦门,0.0034730836020838503
龙岩,厦门,0.0004961548002976929
北京,珠海,0.06450012403870008
上海,珠海,0.017985611510791366
深圳,珠海,0.08236169684941702
广州,珠海,0.06698089804018854
天津,珠海,0.005209625403125776
杭州,珠海,0.0016125031009675019
苏州,珠海,0.0016125031009675019
宁波,珠海,0.00037211610022326965
拉萨,珠海,0.002976928801786157
东莞,珠海,0.0016125031009675019
成都,珠海,0.00012403870007442322
厦门,珠海,0.00012403870007442322
武汉,珠海,0.00037211610022326965
郑州,珠海,0.0007442322004465393
长沙,珠海,0.0012403870007442323
佛山,珠海,0.0024807740014884646
乌鲁木齐,珠海,0.00024807740014884643
南昌,珠海,0.0017365418010419251
新余,珠海,0.00024807740014884643
太原,珠海,0.00012403870007442322
中山,珠海,0.002232696601339618
汕头,珠海,0.0004961548002976929
贵阳,珠海,0.0008682709005209626
芜湖,珠海,0.0017365418010419251
漳州,珠海,0.00024807740014884643
江门,珠海,0.0012403870007442323
茂名,珠海,0.001116348300669809
梅州,珠海,0.00012403870007442322
阳江,珠海,0.00024807740014884643
北京,保定,0.06338377573803027
天津,保定,0.003349044902009427
成都,保定,0.00037211610022326965
石家庄,保定,0.012900024807740015
廊坊,保定,0.0017365418010419251
中山,保定,0.0
北京,大连,0.06102704043661623
上海,大连,0.025179856115107913
深圳,大连,0.008806747705284048
天津,大连,0.0007442322004465393
杭州,大连,0.00012403870007442322
石家庄,大连,0.00012403870007442322
济南,大连,0.00037211610022326965
乌鲁木齐,大连,0.00012403870007442322
沈阳,大连,0.00967501860580501
长春,大连,0.0007442322004465393
营口,大连,0.0012403870007442323
盘锦,大连,0.00012403870007442322
本溪,大连,0.0
北京,乌鲁木齐,0.060654924336392954
上海,乌鲁木齐,0.018233688910940214
深圳,乌鲁木齐,0.012031753907219053
广州,乌鲁木齐,0.0012403870007442323
天津,乌鲁木齐,0.001116348300669809
杭州,乌鲁木齐,0.0013644257008186553
宁波,乌鲁木齐,0.00012403870007442322
拉萨,乌鲁木齐,0.0004961548002976929
成都,乌鲁木齐,0.0007442322004465393
福州,乌鲁木齐,0.00037211610022326965
重庆,乌鲁木齐,0.00012403870007442322
武汉,乌鲁木齐,0.00012403870007442322
威海,乌鲁木齐,0.00012403870007442322
枣庄,乌鲁木齐,0.0
克拉玛依,乌鲁木齐,0.00012403870007442322
北京,烟台,0.06003473083602084
上海,烟台,0.024435623914661374
深圳,烟台,0.007442322004465393
天津,烟台,0.00012403870007442322
拉萨,烟台,0.00024807740014884643
成都,烟台,0.0
石家庄,烟台,0.0017365418010419251
济南,烟台,0.008930786405358472
青岛,烟台,0.01575291490945175
淄博,烟台,0.0012403870007442323
北海,烟台,0.00012403870007442322
北京,昆明,0.054825105432895066
上海,昆明,0.019846192011907716
深圳,昆明,0.027040436616224264
广州,昆明,0.0021086579012651947
杭州,昆明,0.0018605805011163482
苏州,昆明,0.0006201935003721161
拉萨,昆明,0.00037211610022326965
成都,昆明,0.007194244604316547
福州,昆明,0.00024807740014884643
重庆,昆明,0.002852890101711734
长沙,昆明,0.001116348300669809
保山,昆明,0.0004961548002976929
淮安,昆明,0.00012403870007442322
玉溪,昆明,0.0019846192011907715
曲靖,昆明,0.0012403870007442323
昭通,昆明,0.00024807740014884643
丽江,昆明,0.00012403870007442322
普洱,昆明,0.00012403870007442322
临沧,昆明,0.0
北京,唐山,0.05271644753162987
深圳,唐山,0.00037211610022326965
天津,唐山,0.0042173158025303895
石家庄,唐山,0.007070205904242123
珠海,唐山,0.00012403870007442322
青岛,唐山,0.0
大连,唐山,0.0
邯郸,唐山,0.00012403870007442322
承德,唐山,0.0004961548002976929
秦皇岛,唐山,0.00012403870007442322
北京,长春,0.05147606053088564
上海,长春,0.012155792607293476
深圳,长春,0.0075663607045398165
广州,长春,0.00024807740014884643
天津,长春,0.0
大连,长春,0.00024807740014884643
哈尔滨,长春,0.00012403870007442322
沈阳,长春,0.0032250062019350038
太原,长春,0.00024807740014884643
四平,长春,0.0008682709005209626
聊城,长春,0.00012403870007442322
秦皇岛,长春,0.00024807740014884643
吉林,长春,0.0012403870007442323
松原,长春,0.0007442322004465393
白山,长春,0.0004961548002976929
北京,芜湖,0.0453981642272389
上海,芜湖,0.04043661622426197
深圳,芜湖,0.01810965021086579
广州,芜湖,0.0012403870007442323
天津,芜湖,0.005457702803274621
杭州,芜湖,0.0037211610022326964
苏州,芜湖,0.0034730836020838503
拉萨,芜湖,0.0038451997023071197
南京,芜湖,0.005209625403125776
无锡,芜湖,0.0006201935003721161
重庆,芜湖,0.005581741503349045
武汉,芜湖,0.0004961548002976929
郑州,芜湖,0.00012403870007442322
合肥,芜湖,0.04105680972463409
佛山,芜湖,0.0014884644008930786
常州,芜湖,0.0004961548002976929
南昌,芜湖,0.0035971223021582736
金华,芜湖,0.0004961548002976929
上饶,芜湖,0.004093277102455967
盐城,芜湖,0.0004961548002976929
安庆,芜湖,0.0004961548002976929
六安,芜湖,0.0021086579012651947
马鞍山,芜湖,0.0023567353014140413
滁州,芜湖,0.0008682709005209626
铜陵,芜湖,0.0018605805011163482
宣城,芜湖,0.0017365418010419251
秦皇岛,芜湖,0.00024807740014884643
阜阳,芜湖,0.0006201935003721161
蚌埠,芜湖,0.00012403870007442322
宿州,芜湖,0.00024807740014884643
北京,福州,0.04477797072686678
上海,福州,0.03584718432150831
深圳,福州,0.018729843711237905
广州,福州,0.004589431902753659
天津,福州,0.001116348300669809
杭州,福州,0.002604812701562888
苏州,福州,0.00012403870007442322
宁波,福州,0.0008682709005209626
拉萨,福州,0.00037211610022326965
南京,福州,0.00012403870007442322
成都,福州,0.00012403870007442322
重庆,福州,0.00024807740014884643
嘉兴,福州,0.0004961548002976929
厦门,福州,0.030389481518233688
石家庄,福州,0.00012403870007442322
珠海,福州,0.00024807740014884643
佛山,福州,0.00037211610022326965
湖州,福州,0.00012403870007442322
泉州,福州,0.006201935003721161
宜春,福州,0.00012403870007442322
漳州,福州,0.0007442322004465393
南平,福州,0.0009923096005953857
宁德,福州,0.0007442322004465393
三明,福州,0.00012403870007442322
北京,海口,0.04353758372612255
上海,海口,0.009799057305879435
深圳,海口,0.010915405606549243
广州,海口,0.005209625403125776
天津,海口,0.0014884644008930786
杭州,海口,0.0012403870007442323
拉萨,海口,0.003349044902009427
成都,海口,0.0007442322004465393
重庆,海口,0.00012403870007442322
长沙,海口,0.00012403870007442322
金华,海口,0.00012403870007442322
长春,海口,0.0014884644008930786
三亚,海口,0.0017365418010419251
北京,张家口,0.04180104192508063
上海,张家口,0.005581741503349045
苏州,张家口,0.00012403870007442322
拉萨,张家口,0.0018605805011163482
南京,张家口,0.0037211610022326964
无锡,张家口,0.00012403870007442322
石家庄,张家口,0.008310592904986355
舟山,张家口,0.0
呼和浩特,张家口,0.00012403870007442322
枣庄,张家口,0.00024807740014884643
北京,呼和浩特,0.04130488712478293
上海,呼和浩特,0.005953857603572314
深圳,呼和浩特,0.002976928801786157
天津,呼和浩特,0.0006201935003721161
石家庄,呼和浩特,0.00012403870007442322
青岛,呼和浩特,0.0
镇江,呼和浩特,0.0
鄂尔多斯,呼和浩特,0.0013644257008186553
包头,呼和浩特,0.0014884644008930786
乌兰察布,呼和浩特,0.0
北京,银川,0.0384519970230712
上海,银川,0.007070205904242123
深圳,银川,0.005209625403125776
天津,银川,0.0006201935003721161
拉萨,银川,0.002604812701562888
成都,银川,0.00012403870007442322
无锡,银川,0.0
西安,银川,0.0024807740014884646
长沙,银川,0.00037211610022326965
乌鲁木齐,银川,0.0019846192011907715
哈尔滨,银川,0.0
兰州,银川,0.00012403870007442322
芜湖,银川,0.00012403870007442322
齐齐哈尔,银川,0.0
吴忠,银川,0.0024807740014884646
中卫,银川,0.00012403870007442322
泰安,银川,0.0
石嘴山,银川,0.0014884644008930786
北京,南昌,0.03832795832299678
上海,南昌,0.03857603572314562
深圳,南昌,0.033614487720168694
广州,南昌,0.0016125031009675019
天津,南昌,0.0006201935003721161
杭州,南昌,0.0035971223021582736
宁波,南昌,0.0012403870007442323
南京,南昌,0.0006201935003721161
东莞,南昌,0.0006201935003721161
福州,南昌,0.0
厦门,南昌,0.0006201935003721161
武汉,南昌,0.007690399404614239
长沙,南昌,0.0014884644008930786
合肥,南昌,0.0
海口,南昌,0.0
九江,南昌,0.0023567353014140413
抚州,南昌,0.0006201935003721161
宜春,南昌,0.0038451997023071197
赣州,南昌,0.00012403870007442322
北京,常州,0.037087571322252544
上海,常州,0.05060778963036467
深圳,常州,0.010667328206400397
天津,常州,0.0006201935003721161
杭州,常州,0.0008682709005209626
苏州,常州,0.009923096005953858
宁波,常州,0.0009923096005953857
拉萨,常州,0.0018605805011163482
南京,常州,0.013024063507814439
东莞,常州,0.00012403870007442322
无锡,常州,0.004341354502604812
青岛,常州,0.00012403870007442322
温州,常州,0.00012403870007442322
宣城,常州,0.00024807740014884643
营口,常州,0.00012403870007442322
北京,新余,0.036095261721657154
上海,新余,0.045894319027536594
深圳,新余,0.053832795832299676
广州,新余,0.003969238402381543
天津,新余,0.0009923096005953857
杭州,新余,0.020218308112130986
宁波,新余,0.0018605805011163482
拉萨,新余,0.00024807740014884643
南京,新余,0.00806251550483751
东莞,新余,0.0
无锡,新余,0.0009923096005953857
重庆,新余,0.00012403870007442322
厦门,新余,0.0024807740014884646
武汉,新余,0.00024807740014884643
郑州,新余,0.00024807740014884643
石家庄,新余,0.00037211610022326965
珠海,新余,0.00012403870007442322
青岛,新余,0.003349044902009427
长沙,新余,0.0007442322004465393
佛山,新余,0.00037211610022326965
南昌,新余,0.0006201935003721161
南宁,新余,0.00012403870007442322
昆明,新余,0.0009923096005953857
北京,潍坊,0.03510295212106177
上海,潍坊,0.006946167204167701
深圳,潍坊,0.0032250062019350038
天津,潍坊,0.0
杭州,潍坊,0.00037211610022326965
苏州,潍坊,0.0
石家庄,潍坊,0.002232696601339618
济南,潍坊,0.01314810220788886
青岛,潍坊,0.018977921111386752
烟台,潍坊,0.001116348300669809
临沂,潍坊,0.0
淄博,潍坊,0.0027288514016373107
日照,潍坊,0.00012403870007442322
北京,南宁,0.03336641032001984
上海,南宁,0.014016373108409823
深圳,南宁,0.037087571322252544
广州,南宁,0.011907715207144629
天津,南宁,0.00024807740014884643
杭州,南宁,0.0014884644008930786
苏州,南宁,0.00012403870007442322
拉萨,南宁,0.00024807740014884643
成都,南宁,0.0004961548002976929
福州,南宁,0.0009923096005953857
重庆,南宁,0.0009923096005953857
厦门,南宁,0.00012403870007442322
武汉,南宁,0.004837509302902505
长沙,南宁,0.00012403870007442322
柳州,南宁,0.004589431902753659
桂林,南宁,0.0016125031009675019
玉林,南宁,0.0012403870007442323
防城港,南宁,0.0007442322004465393
崇左,南宁,0.00037211610022326965
北海,南宁,0.00012403870007442322
来宾,南宁,0.00012403870007442322
北京,九江,0.03299429421979658
上海,九江,0.018729843711237905
深圳,九江,0.03783180352269908
广州,九江,0.0018605805011163482
天津,九江,0.0004961548002976929
杭州,九江,0.0007442322004465393
苏州,九江,0.00024807740014884643
宁波,九江,0.0006201935003721161
拉萨,九江,0.00024807740014884643
重庆,九江,0.0007442322004465393
嘉兴,九江,0.0
武汉,九江,0.00012403870007442322
青岛,九江,0.00024807740014884643
大连,九江,0.002852890101711734
佛山,九江,0.00037211610022326965
南昌,九江,0.017737534110642522
南宁,九江,0.00024807740014884643
宜春,九江,0.00012403870007442322
鹰潭,九江,0.0
上饶,九江,0.00012403870007442322
扬州,九江,0.0
北京,金华,0.029149094517489458
上海,金华,0.031877945919126766
深圳,金华,0.0035971223021582736
广州,金华,0.00012403870007442322
天津,金华,0.00037211610022326965
杭州,金华,0.05420491193252295
宁波,金华,0.006822128504093277
拉萨,金华,0.00012403870007442322
南京,金华,0.0013644257008186553
嘉兴,金华,0.00024807740014884643
湖州,金华,0.00012403870007442322
马鞍山,金华,0.00012403870007442322
北海,金华,0.00024807740014884643
北京,贵阳,0.027412552716447533
上海,贵阳,0.00731828330439097
深圳,贵阳,0.006946167204167701
广州,贵阳,0.0007442322004465393
杭州,贵阳,0.00012403870007442322
拉萨,贵阳,0.00012403870007442322
成都,贵阳,0.00012403870007442322
重庆,贵阳,0.002232696601339618
青岛,贵阳,0.00012403870007442322
温州,贵阳,0.00012403870007442322
南宁,贵阳,0.00037211610022326965
昆明,贵阳,0.00012403870007442322
遵义,贵阳,0.0012403870007442323
毕节,贵阳,0.0006201935003721161
毕节,贵阳,0.0006201935003721161
安顺,贵阳,0.00012403870007442322
北京,沧州,0.02654428181592657
天津,沧州,0.0008682709005209626
无锡,沧州,0.0
石家庄,沧州,0.007442322004465393
九江,沧州,0.0008682709005209626
潍坊,沧州,0.00012403870007442322
北京,承德,0.02629620441577772
深圳,承德,0.00012403870007442322
苏州,承德,0.00012403870007442322
石家庄,承德,0.0024807740014884646
保定,承德,0.00012403870007442322
张家口,承德,0.00012403870007442322
秦皇岛,承德,0.0
北京,湖州,0.024187546514512527
上海,湖州,0.05978665343587199
深圳,湖州,0.004961548002976929
天津,湖州,0.0
杭州,湖州,0.13929546018357727
苏州,湖州,0.004465393202679236
宁波,湖州,0.006325973703795584
